Make,Price,Year,Kilometer,Fuel Type,Transmission,Location,Owner,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Max Power bhp,Max Torque Nm,Height_yj,Price_yj
Hyundai,130000,2009,59000,Petrol,Manual,Kanpur,Second,Individual,1086.0,FWD,3565.0,1595.0,1550.0,5.0,35.0,67.0,99.0,-1.6653345369377348e-16,-2.482144307887251
Maruti Suzuki,299000,2013,47000,Petrol,Manual,Kolkata,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,85.0,114.0,-3.885780586188048e-16,-1.3039904375956997
Hyundai,300000,2014,40000,Petrol,Manual,Kolkata,First,Individual,1197.0,FWD,3995.0,1710.0,1505.0,5.0,45.0,83.0,113.796,-6.661338147750939e-16,-1.299534502074195
Skoda,3325000,2021,13092,Petrol,Automatic,Mumbai,First,Individual,1984.0,FWD,4869.0,1864.0,1469.0,5.0,66.0,188.0,320.0,-1.1379786002407855e-15,1.4320628642050452
Audi,1950000,2016,57057,Diesel,Automatic,Ludhiana,First,Individual,1968.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,177.0,380.0,-1.7763568394002505e-15,0.901725675099341
Maruti Suzuki,500000,2015,90000,Diesel,Manual,Ludhiana,First,Individual,1248.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,74.0,190.0,-1.1102230246251565e-16,-0.6414108178289813
Hyundai,595000,2015,45000,Petrol,Manual,Thane,First,Individual,1197.0,FWD,3995.0,1760.0,1555.0,5.0,45.0,82.0,115.0,-1.1102230246251565e-16,-0.4276682436243619
Maruti Suzuki,484999,2018,44000,Petrol,Automatic,Delhi,First,Individual,998.0,FWD,3715.0,1635.0,1565.0,5.0,35.0,67.0,90.0,-2.7755575615628914e-17,-0.6793698321669379
Mahindra,1700000,2021,17000,Diesel,Manual,Karnal,First,Individual,2184.0,AWD,3985.0,1820.0,1855.0,4.0,57.0,130.0,300.0,1.8318679906315083e-15,0.7589513934521216
Maruti Suzuki,579000,2019,50860,Petrol,Manual,Bangalore,First,Individual,1197.0,FWD,3655.0,1620.0,1675.0,5.0,32.0,82.0,113.0,8.881784197001252e-16,-0.46082454003947565
Ford,3800000,2020,20000,Diesel,Automatic,Karnal,First,Individual,1996.0,RWD,4903.0,1869.0,1837.0,7.0,80.0,168.0,420.0,1.7486012637846216e-15,1.5587768593345588
Toyota,3290000,2018,51000,Diesel,Automatic,Mumbai,First,Individual,2755.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,174.0,450.0,1.7486012637846216e-15,1.4219209224115268
Mercedes-Benz,4250000,2018,24000,Diesel,Automatic,Hyderabad,First,Individual,1950.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,192.0,400.0,-1.5543122344752192e-15,1.6631988454407258
Maruti Suzuki,535000,2017,34908,Petrol,Manual,Mumbai,First,Corporate,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,83.0,115.0,-7.494005416219807e-16,-0.5576666607018006
Renault,775000,2017,67000,Diesel,Automatic,Mumbai,First,Individual,1461.0,FWD,4315.0,1822.0,1695.0,5.0,50.0,108.0,248.0,1.0269562977782698e-15,-0.11256445043272614
Maruti Suzuki,345000,2014,19000,Petrol,Automatic,Mumbai,Second,Individual,998.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,67.0,90.0,-5.551115123125783e-17,-1.1148426998791
Skoda,3400000,2019,30600,Petrol,Automatic,Hyderabad,First,Corporate,1984.0,FWD,4689.0,1814.0,1496.0,5.0,50.0,227.0,350.0,-8.049116928532385e-16,1.453392406922482
BMW,4500000,2018,49500,Diesel,Automatic,Hyderabad,First,Individual,1995.0,RWD,4936.0,1868.0,1479.0,5.0,65.0,188.0,400.0,-9.992007221626409e-16,1.7159107061170356
Honda,525000,2016,18800,Petrol,Manual,Mumbai,First,Individual,1199.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,89.0,110.0,-2.498001805406602e-16,-0.5809425531773481
Hyundai,650000,2016,100000,Petrol,Manual,Hyderabad,First,Individual,1197.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,82.0,115.0,-6.661338147750939e-16,-0.3209832210735394
Hyundai,1074000,2017,50050,Petrol,Automatic,Delhi,First,Individual,1591.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,122.0,154.0,5.551115123125783e-16,0.26092814516097856
Hyundai,1750000,2021,14000,Diesel,Manual,Chennai,First,Individual,1582.0,FWD,4270.0,1780.0,1630.0,5.0,60.0,126.0,265.0,5.551115123125783e-16,0.7893418068731054
Nissan,590000,2014,55000,Diesel,Manual,Lucknow,Second,Individual,1461.0,FWD,4331.0,1822.0,1671.0,5.0,50.0,84.0,200.0,8.604228440844963e-16,-0.4379195190543026
Hyundai,1725000,2020,35000,Diesel,Manual,Dehradun,First,Individual,1493.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,113.0,250.0,5.828670879282072e-16,0.7742718926982518
Maruti Suzuki,630000,2019,20734,Petrol,Automatic,Udupi,First,Individual,998.0,FWD,3695.0,1600.0,1560.0,5.0,35.0,67.0,90.0,-5.551115123125783e-17,-0.3585470167512656
Toyota,1375000,2013,83000,Diesel,Manual,Jalandhar,First,Individual,2982.0,RWD,4705.0,1840.0,1850.0,7.0,80.0,169.0,343.0,1.8041124150158794e-15,0.5327723265521661
Honda,425000,2014,75000,Diesel,Manual,Other,First,Individual,1498.0,FWD,3990.0,1680.0,1505.0,5.0,35.0,99.0,200.0,-6.661338147750939e-16,-0.845788031380526
Toyota,2196000,2019,42794,Diesel,Automatic,Bangalore,First,Individual,2755.0,RWD,4735.0,1830.0,1795.0,8.0,55.0,172.0,360.0,1.582067810090848e-15,1.0231970135529702
Honda,250000,2009,72256,Petrol,Manual,Navi Mumbai,First,Individual,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,118.0,146.0,-9.992007221626409e-16,-1.5458785760569431
Audi,2950000,2018,17300,Diesel,Automatic,Bangalore,First,Individual,1968.0,FWD,4456.0,1796.0,1416.0,5.0,50.0,141.0,320.0,-1.970645868709653e-15,1.3165090548859337
Mahindra,985000,2017,68000,Diesel,Manual,Delhi,First,Individual,2179.0,RWD,4456.0,1820.0,1995.0,8.0,60.0,120.0,280.0,2.3037127760972e-15,0.16353876203465736
Hyundai,750000,2019,43600,Petrol,Automatic,Other,First,Individual,998.0,FWD,3995.0,1770.0,1605.0,5.0,45.0,118.0,172.0,3.608224830031759e-16,-0.151035978067518
Maruti Suzuki,849000,2021,17283,Petrol,Manual,Mumbai,First,Individual,1462.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,103.0,138.0,6.38378239159465e-16,-0.006475991559512912
Maruti Suzuki,430000,2014,59000,Petrol,Manual,Guwahati,First,Individual,1197.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,85.0,114.0,-1.1102230246251565e-16,-0.8309261825575134
Maruti Suzuki,740000,2017,88000,Diesel,Manual,Mohali,First,Individual,1248.0,FWD,4296.0,1695.0,1685.0,7.0,45.0,89.0,200.0,9.71445146547012e-16,-0.16683512294064787
Mercedes-Benz,1975000,2015,19000,Petrol,Automatic,Pune,First,Individual,1991.0,FWD,4630.0,1777.0,1432.0,5.0,50.0,181.0,300.0,-1.6930901125533637e-15,0.9148456790338059
Hyundai,1260000,2018,36000,Petrol,Automatic,Mumbai,First,Individual,1591.0,FWD,4270.0,1780.0,1665.0,5.0,55.0,122.0,151.0,8.049116928532385e-16,0.43772609130969625
Renault,250000,2017,32000,Petrol,Manual,Kolkata,First,Individual,799.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,53.0,72.0,-1.0269562977782698e-15,-1.5458785760569431
Hyundai,975000,2018,53300,Petrol,Automatic,Thane,First,Individual,1591.0,FWD,4440.0,1729.0,1475.0,5.0,45.0,121.0,151.0,-1.0547118733938987e-15,0.15197372144689272
Audi,4151000,2022,1,Petrol,Automatic,Delhi,UnRegistered Car,Individual,1984.0,FWD,4762.0,1847.0,1433.0,5.0,54.0,188.0,320.0,-1.6930901125533637e-15,1.6413414708044045
BMW,3250000,2020,32005,Diesel,Automatic,Bangalore,Second,Individual,1995.0,RWD,4454.0,1798.0,1545.0,5.0,61.0,184.0,380.0,-2.498001805406602e-16,1.4101787230573104
Mahindra,600000,2016,92000,Diesel,Manual,Kanpur,Second,Individual,1493.0,RWD,3995.0,1835.0,1839.0,7.0,60.0,84.0,230.0,1.7486012637846216e-15,-0.41751452272798617
Hyundai,1465000,2019,22000,Petrol,Automatic,Mumbai,Second,Individual,1999.0,FWD,4570.0,1800.0,1465.0,5.0,50.0,150.0,192.0,-1.2212453270876722e-15,0.6010530178521495
Hyundai,475000,2014,62000,Petrol,Manual,Delhi,First,Individual,1591.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,121.0,158.0,-1.0547118733938987e-15,-0.7054213835920488
Renault,1000000,2022,4000,Petrol,Automatic,Hyderabad,Second,Individual,999.0,FWD,3991.0,1750.0,1605.0,5.0,40.0,71.0,96.0,3.608224830031759e-16,0.18063815476331296
Toyota,1850000,2016,72000,Diesel,Automatic,Ludhiana,First,Individual,2755.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,172.0,360.0,1.582067810090848e-15,0.8472625660749162
Maruti Suzuki,570000,2015,60798,Petrol,Manual,Mumbai,First,Individual,1373.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,91.0,130.0,-9.43689570931383e-16,-0.47993641481758614
Hyundai,770000,2016,20000,Petrol,Automatic,Pune,First,Individual,1591.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,121.0,158.0,-1.0547118733938987e-15,-0.12014473113590168
Honda,1040000,2019,18000,Petrol,Automatic,Delhi,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0,-8.049116928532385e-16,0.22484619164635442
Mahindra,675000,2014,78000,Diesel,Manual,Ludhiana,Second,Individual,2179.0,RWD,4430.0,1817.0,1975.0,8.0,60.0,120.0,290.0,2.248201624865942e-15,-0.275836649101891
Maruti Suzuki,450000,2014,52000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,85.0,114.0,-1.1102230246251565e-16,-0.7733853845356201
Maruti Suzuki,800000,2022,10000,Petrol,Manual,Jalandhar,First,Individual,1197.0,FWD,3845.0,1735.0,1530.0,5.0,37.0,89.0,113.0,-3.885780586188048e-16,-0.07547977828479147
Tata,2200000,2021,32000,Diesel,Manual,Patna,First,Individual,2179.0,RWD,4655.0,1965.0,1922.0,7.0,63.0,154.0,400.0,2.0816681711721685e-15,1.0250422175738738
Maruti Suzuki,560000,2018,84500,Diesel,Manual,Ambala Cantt,Third,Individual,1248.0,FWD,3995.0,1735.0,1515.0,5.0,37.0,74.0,190.0,-5.828670879282072e-16,-0.5015787226801528
Hyundai,450000,2016,47000,Petrol,Manual,Dehradun,Second,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0,-4.996003610813204e-16,-0.7733853845356201
Volvo,4175000,2018,20000,Diesel,Automatic,Delhi,First,Individual,1969.0,FWD,4963.0,1879.0,1443.0,5.0,55.0,190.0,400.0,-1.5265566588595902e-15,1.6466942889231913
MINI,5200000,2022,0,Petrol,Automatic,Ahmedabad,UnRegistered Car,Individual,1998.0,FWD,3850.0,1727.0,1414.0,4.0,44.0,228.0,320.0,-1.9984014443252818e-15,1.8474051696961924
Hyundai,810000,2018,73000,Diesel,Manual,Pune,First,Individual,1582.0,FWD,4440.0,1729.0,1475.0,5.0,45.0,126.0,260.0,-1.0547118733938987e-15,-0.06101353507647246
Honda,520000,2015,42000,Petrol,Automatic,Delhi,First,Individual,1198.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,87.0,110.0,-2.498001805406602e-16,-0.5927704487889502
Other,5590000,2015,33000,Diesel,Automatic,Delhi,First,Individual,1498.0,FWD,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0,-2.498001805406602e-16,1.9122029333514567
Maruti Suzuki,425000,2015,36528,Diesel,Manual,Varanasi,Third,Individual,1248.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,74.0,190.0,-3.885780586188048e-16,-0.845788031380526
Maruti Suzuki,325000,2012,30000,Petrol,Manual,Patna,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,85.0,114.0,-3.885780586188048e-16,-1.1933249721145225
MG,1889999,2021,17000,Petrol,Automatic,Delhi,First,Individual,1451.0,FWD,4655.0,1835.0,1760.0,5.0,60.0,141.0,250.0,1.3877787807814457e-15,0.8694401715070466
Volvo,1950000,2016,79000,Diesel,Automatic,Ahmedabad,First,Individual,2400.0,AWD,4644.0,1891.0,1713.0,5.0,70.0,215.0,440.0,1.1379786002407855e-15,0.901725675099341
BMW,5300000,2019,15087,Diesel,Automatic,Mumbai,First,Corporate,1995.0,AWD,4657.0,1881.0,1678.0,5.0,67.0,190.0,400.0,9.159339953157541e-16,1.8645346580017548
Mahindra,950000,2018,41000,Diesel,Manual,Patna,First,Individual,2523.0,RWD,4456.0,1820.0,1930.0,8.0,60.0,75.0,200.0,2.1094237467877974e-15,0.1224605205392139
Audi,1975000,2015,61000,Diesel,Automatic,Delhi,Second,Individual,1968.0,FWD,4933.0,1874.0,1455.0,5.0,75.0,190.0,400.0,-1.3600232051658168e-15,0.9148456790338059
Mercedes-Benz,3500000,2019,55000,Diesel,Automatic,Pune,Second,Individual,1950.0,RWD,4686.0,1810.0,1442.0,5.0,66.0,192.0,400.0,-1.5543122344752192e-15,1.4810134856263766
Renault,375000,2017,45000,Petrol,Manual,Other,UnRegistered Car,Individual,999.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,67.0,91.0,-1.0269562977782698e-15,-1.006338782770547
Mercedes-Benz,1825000,2016,58000,Diesel,Automatic,Lucknow,First,Individual,2143.0,FWD,4424.0,1804.0,1494.0,5.0,50.0,134.0,300.0,-8.326672684688674e-16,0.8331223104456505
Mahindra,1710000,2021,4400,Petrol,Automatic,Mumbai,First,Individual,1997.0,AWD,3985.0,1820.0,1844.0,4.0,57.0,150.0,320.0,1.7763568394002505e-15,0.7651101636752579
Maruti Suzuki,375000,2014,35000,Petrol,Automatic,Delhi,First,Individual,998.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,67.0,90.0,-5.551115123125783e-17,-1.006338782770547
Mahindra,1850000,2021,23280,Petrol,Manual,Other,Second,Individual,1997.0,AWD,3985.0,1820.0,1920.0,6.0,57.0,150.0,300.0,2.0816681711721685e-15,0.8472625660749162
Maruti Suzuki,621000,2013,72000,Diesel,Manual,Mumbai,First,Individual,1248.0,FWD,4265.0,1695.0,1685.0,7.0,45.0,89.0,200.0,9.71445146547012e-16,-0.3758959466789807
Other,1475000,2016,82000,Diesel,Automatic,Mumbai,First,Individual,2477.0,RWD,4695.0,1815.0,1840.0,7.0,70.0,176.0,350.0,1.7763568394002505e-15,0.6083438962052242
Toyota,1800000,2015,86000,Diesel,Automatic,Ludhiana,Second,Individual,2982.0,RWD,4705.0,1840.0,1850.0,7.0,80.0,169.0,360.0,1.8041124150158794e-15,0.8187599138738402
Hyundai,399000,2018,38000,Petrol,Manual,Kolkata,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0,-4.996003610813204e-16,-0.9264177819239353
Hyundai,1325000,2021,9900,Petrol,Automatic,Mumbai,First,Individual,1591.0,FWD,4370.0,1700.0,1475.0,5.0,43.0,121.0,158.0,-1.0547118733938987e-15,0.4926034371289893
Mercedes-Benz,5300000,2022,12500,Diesel,Automatic,Hyderabad,UnRegistered Car,Individual,2148.0,RWD,4596.0,1770.0,1447.0,5.0,66.0,170.0,410.0,-1.4710455076283324e-15,1.8645346580017548
Mercedes-Benz,4775000,2018,51529,Diesel,Automatic,Bangalore,First,Individual,1950.0,RWD,5063.0,1860.0,1494.0,5.0,80.0,192.0,400.0,-8.326672684688674e-16,1.7701754669577838
Mahindra,249000,2013,60000,Diesel,Manual,Kolkata,First,Individual,1493.0,RWD,3985.0,1850.0,1880.0,7.0,55.0,100.0,240.0,1.942890293094024e-15,-1.5513638706741462
Maruti Suzuki,509999,2019,48000,Petrol,Manual,Hyderabad,First,Individual,998.0,FWD,3695.0,1600.0,1560.0,5.0,35.0,67.0,90.0,-5.551115123125783e-17,-0.6168217489517791
Jeep,1450000,2018,90000,Diesel,Manual,Guwahati,First,Individual,1956.0,AWD,4395.0,1818.0,1640.0,5.0,60.0,171.0,350.0,6.38378239159465e-16,0.5900098480918764
Maruti Suzuki,640000,2017,63000,Diesel,Manual,Delhi,First,Individual,1598.0,FWD,4300.0,1765.0,1590.0,5.0,48.0,118.0,320.0,2.220446049250313e-16,-0.3395981525348436
Maruti Suzuki,299000,2017,65822,Diesel,Manual,Lucknow,First,Individual,793.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,46.0,125.0,-5.551115123125783e-17,-1.3039904375956997
Toyota,350000,2013,34000,Petrol,Manual,Pune,First,Individual,1197.0,FWD,3775.0,1695.0,1510.0,5.0,45.0,80.0,104.0,-6.38378239159465e-16,-1.09602958797009
Toyota,1421000,2017,75000,Diesel,Manual,Varanasi,Second,Individual,2393.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,148.0,343.0,1.582067810090848e-15,0.5682863538762757
Honda,595000,2017,99000,Petrol,Automatic,Noida,First,Individual,1199.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,89.0,110.0,-2.498001805406602e-16,-0.4276682436243619
Maruti Suzuki,351000,2013,42000,Diesel,Manual,Patna,First,Individual,1248.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,74.0,190.0,-1.1102230246251565e-16,-1.0923036633380176
Maruti Suzuki,325000,2012,118000,Petrol,Manual,Pune,First,Individual,1586.0,FWD,4490.0,1735.0,1560.0,5.0,50.0,102.0,145.0,-5.551115123125783e-17,-1.1933249721145225
Mahindra,975000,2017,78000,Diesel,Manual,Mumbai,First,Individual,2179.0,AWD,4585.0,1890.0,1785.0,7.0,70.0,140.0,330.0,1.5265566588595902e-15,0.15197372144689272
Maruti Suzuki,825000,2019,44000,Petrol,Manual,Delhi,First,Individual,1462.0,FWD,4490.0,1730.0,1485.0,5.0,43.0,103.0,138.0,-9.43689570931383e-16,-0.039690907540739936
Tata,1050000,2017,88757,Diesel,Manual,Other,Second,Individual,2179.0,RWD,4788.0,1903.0,1791.0,6.0,60.0,154.0,400.0,1.5543122344752192e-15,0.2355962752016608
Audi,1970000,2017,85000,Diesel,Automatic,Chennai,Second,Individual,1968.0,FWD,4385.0,1831.0,1608.0,5.0,64.0,150.0,340.0,3.608224830031759e-16,0.9122368508422257
BMW,4100000,2020,12136,Diesel,Automatic,Hyderabad,First,Corporate,1995.0,FWD,4526.0,1800.0,1420.0,5.0,50.0,188.0,400.0,-1.887379141862766e-15,1.629848872744509
Maruti Suzuki,385000,2019,2200,Petrol,Manual,Mumbai,First,Individual,1498.0,FWD,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0,-2.498001805406602e-16,-0.9723503683653725
Audi,1525000,2015,49000,Diesel,Automatic,Mohali,First,Individual,1968.0,FWD,4701.0,1826.0,1427.0,5.0,63.0,177.0,380.0,-1.7763568394002505e-15,0.6439736939460495
Mercedes-Benz,4150000,2021,6000,Petrol,Automatic,Delhi,First,Individual,1332.0,FWD,4549.0,1796.0,1446.0,5.0,43.0,161.0,250.0,-1.4710455076283324e-15,1.641117673008814
Maruti Suzuki,725000,2017,64000,Diesel,Manual,Kolkata,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0,6.38378239159465e-16,-0.19099512632184237
Toyota,340000,2011,109000,Petrol,Manual,Mumbai,Second,Individual,1794.0,FWD,4540.0,1760.0,1480.0,5.0,55.0,132.0,170.0,-9.992007221626409e-16,-1.1339686386503447
Maruti Suzuki,650000,2018,32000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,83.0,115.0,-7.494005416219807e-16,-0.3209832210735394
Maruti Suzuki,570000,2019,13000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,3850.0,1695.0,1530.0,5.0,42.0,83.0,115.0,-3.885780586188048e-16,-0.47993641481758614
Toyota,160000,2008,90000,Diesel,Manual,Varanasi,Fourth,Individual,2494.0,FWD,4555.0,1770.0,1755.0,8.0,55.0,102.0,200.0,1.3877787807814457e-15,-2.175661698194623
Mahindra,1220000,2020,35000,Diesel,Manual,Patna,First,Individual,2179.0,RWD,4456.0,1820.0,1995.0,7.0,60.0,120.0,280.0,2.3037127760972e-15,0.40232916875418934
Mahindra,800000,2017,112000,Diesel,Manual,Other,First,Individual,1997.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,138.0,320.0,1.5265566588595902e-15,-0.07547977828479147
Maruti Suzuki,660000,2017,40000,Petrol,Automatic,Pune,First,Individual,1197.0,FWD,3995.0,1745.0,1500.0,5.0,37.0,83.0,115.0,-7.494005416219807e-16,-0.3026913340667132
Honda,575000,2017,53580,Petrol,Manual,Kolkata,First,Individual,1199.0,FWD,3999.0,1734.0,1601.0,5.0,40.0,89.0,110.0,3.3306690738754696e-16,-0.46927667376648424
Mahindra,240000,2013,51500,Diesel,Manual,Kolkata,Second,Individual,1493.0,RWD,3985.0,1850.0,1880.0,7.0,55.0,100.0,240.0,1.942890293094024e-15,-1.6018887130511132
Honda,950000,2019,22000,Petrol,Manual,Noida,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,118.0,145.0,-8.049116928532385e-16,0.1224605205392139
Renault,419000,2017,23700,Petrol,Manual,Mysore,First,Individual,799.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,53.0,72.0,-1.0269562977782698e-15,-0.8638870831308694
Maruti Suzuki,750000,2017,48069,Petrol,Automatic,Hyderabad,First,Individual,1197.0,FWD,3995.0,1695.0,1555.0,5.0,42.0,83.0,115.0,-1.1102230246251565e-16,-0.151035978067518
Audi,3400000,2019,48000,Diesel,Automatic,Chandigarh,First,Individual,1968.0,FWD,4726.0,1842.0,1427.0,5.0,54.0,188.0,400.0,-1.7763568394002505e-15,1.453392406922482
Skoda,1160000,2015,47981,Diesel,Automatic,Mumbai,First,Individual,1968.0,FWD,4659.0,1814.0,1476.0,5.0,50.0,141.0,320.0,-1.0547118733938987e-15,0.34667962917009043
Hyundai,1750000,2021,26000,Diesel,Manual,Zirakpur,First,Individual,1493.0,FWD,4500.0,1790.0,1675.0,7.0,50.0,113.0,250.0,8.881784197001252e-16,0.7893418068731054
Kia,1575000,2020,63000,Diesel,Automatic,Ahmedabad,First,Individual,1493.0,FWD,4315.0,1800.0,1645.0,5.0,50.0,113.0,250.0,6.661338147750939e-16,0.6782983994502378
Toyota,2811000,2019,71500,Diesel,Automatic,Delhi,Second,Individual,2755.0,RWD,4795.0,1855.0,1835.0,7.0,80.0,174.0,450.0,1.7486012637846216e-15,1.2693600367338767
Hyundai,475000,2016,16630,Petrol,Manual,Mumbai,First,Individual,1197.0,FWD,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0,-4.996003610813204e-16,-0.7054213835920488
Audi,4351000,2018,36000,Diesel,Automatic,Pune,First,Individual,1968.0,FWD,4933.0,1874.0,1455.0,5.0,75.0,190.0,400.0,-1.3600232051658168e-15,1.6849087306194706
Honda,850000,2017,47255,Petrol,Manual,Ahmedabad,First,Individual,1497.0,FWD,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0,-8.049116928532385e-16,-0.005115297725002817
Mahindra,1095000,2018,50000,Diesel,Manual,Zirakpur,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,153.0,360.0,1.5265566588595902e-15,0.28257073322441045
Audi,5800000,2021,7935,Petrol,Automatic,Surat,UnRegistered Car,Individual,1984.0,FWD,4939.0,1886.0,1457.0,5.0,73.0,241.0,370.0,-1.3322676295501878e-15,1.9449975387281906
Hyundai,1925000,2022,9355,Petrol,Automatic,Mumbai,First,Individual,1497.0,FWD,4300.0,1790.0,1635.0,5.0,50.0,113.0,144.0,5.828670879282072e-16,0.8884128683360502
Renault,305000,2018,34800,Petrol,Manual,Jamshedpur,First,Individual,799.0,FWD,3679.0,1579.0,1478.0,5.0,28.0,53.0,72.0,-1.0269562977782698e-15,-1.277505479728179
Nissan,385000,2013,72000,Diesel,Manual,Dehradun,Second,Individual,1461.0,FWD,4331.0,1822.0,1671.0,5.0,50.0,84.0,200.0,8.604228440844963e-16,-0.9723503683653725
Skoda,500000,2012,86288,Diesel,Manual,Hyderabad,First,Individual,1598.0,FWD,4386.0,1699.0,1466.0,5.0,55.0,103.0,250.0,-1.1934897514720433e-15,-0.6414108178289813
Honda,655000,2017,24003,Petrol,Manual,Bangalore,First,Individual,1199.0,FWD,3955.0,1694.0,1544.0,5.0,40.0,89.0,110.0,-2.498001805406602e-16,-0.3117975571019085
Tata,925000,2017,28000,Diesel,Manual,Bangalore,First,Individual,1497.0,FWD,3994.0,1811.0,1607.0,5.0,44.0,108.0,260.0,3.608224830031759e-16,0.09205006779631433
Hyundai,690000,2017,65000,Diesel,Manual,Ahmedabad,First,Individual,1396.0,FWD,3985.0,1734.0,1505.0,5.0,45.0,89.0,220.0,-6.661338147750939e-16,-0.2496525696279369
Mahindra,1500000,2019,75000,Diesel,Manual,Other,First,Individual,2179.0,FWD,4585.0,1890.0,1785.0,7.0,70.0,153.0,360.0,1.5265566588595902e-15,0.6263277240982329
Maruti Suzuki,625000,2015,45000,Diesel,Manual,Gurgaon,Second,Individual,1248.0,FWD,4265.0,1695.0,1685.0,7.0,45.0,89.0,200.0,9.71445146547012e-16,-0.36815022490054655
Hyundai,844999,2018,71000,Diesel,Manual,Gurgaon,Second,Individual,1582.0,FWD,4375.0,1700.0,1475.0,5.0,43.0,126.0,260.0,-1.0547118733938987e-15,-0.011938430469039179
Honda,745000,2018,54000,Petrol,Automatic,Kolkata,First,Individual,1497.0,FWD,4453.0,1735.0,1666.0,7.0,42.0,117.0,145.0,8.049116928532385e-16,-0.15890538756509542
Mahindra,650000,2015,49776,Diesel,Automatic,Mumbai,First,Individual,1493.0,RWD,3995.0,1835.0,1839.0,7.0,60.0,84.0,230.0,1.7486012637846216e-15,-0.3209832210735394
Maruti Suzuki,640000,2017,61000,Diesel,Manual,Kanpur,First,Individual,1248.0,FWD,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0,6.38378239159465e-16,-0.3395981525348436
Volvo,2050000,2017,68000,Diesel,Automatic,Mumbai,Second,Corporate,1984.0,FWD,4370.0,1783.0,1458.0,5.0,60.0,150.0,350.0,-1.304512053934559e-15,0.9530996791219701
Maruti Suzuki,395000,2014,47884,Petrol,Automatic,Pune,First,Individual,998.0,FWD,3600.0,1600.0,1560.0,5.0,35.0,67.0,90.0,-5.551115123125783e-17,-0.9393519344113177
Skoda,1390000,2017,56000,Petrol,Automatic,Navi Mumbai,First,Individual,1798.0,FWD,4670.0,1814.0,1476.0,5.0,50.0,177.0,250.0,-1.0547118733938987e-15,0.5444996892696671
Honda,365000,2010,58424,Petrol,Manual,Hyderabad,First,Individual,1497.0,FWD,4420.0,1695.0,1480.0,5.0,42.0,118.0,146.0,-9.992007221626409e-16,-1.0413744941613883
Hyundai,451000,2017,55000,Diesel,Manual,Ahmedabad,First,Individual,1120.0,FWD,3995.0,1660.0,1520.0,5.0,43.0,71.0,180.0,-4.996003610813204e-16,-0.7705851062337755
Toyota,2150000,2017,45000,Diesel,Automatic,Mumbai,First,Individual,2755.0,RWD,4735.0,1830.0,1795.0,7.0,55.0,172.0,360.0,1.582067810090848e-15,1.0016981951250605
